Entidade;Classe
Lower Hauterivian;Unidade_Cronoestratigrafica
Valanginian;Unidade_Cronoestratigrafica
Upper Valanginian;Unidade_Cronoestratigrafica
Lower Valanginian;Unidade_Cronoestratigrafica
Berriasian;Unidade_Cronoestratigrafica
Upper Berriasian;Unidade_Cronoestratigrafica
Middle Berriasian;Unidade_Cronoestratigrafica
Lower Berriasian;Unidade_Cronoestratigrafica
Jurassic;Unidade_Cronoestratigrafica
Upper Jurassic;Unidade_Cronoestratigrafica
Tithonian;Unidade_Cronoestratigrafica
Upper Tithonian;Unidade_Cronoestratigrafica
Lower Tithonian;Unidade_Cronoestratigrafica
Kimmeridgian;Unidade_Cronoestratigrafica
Upper Kimmeridgian;Unidade_Cronoestratigrafica
Lower Kimmeridgian;Unidade_Cronoestratigrafica
Oxfordian;Unidade_Cronoestratigrafica
Upper Oxfordian;Unidade_Cronoestratigrafica
Middle Oxfordian;Unidade_Cronoestratigrafica
Lower Oxfordian;Unidade_Cronoestratigrafica
Middle Jurassic;Unidade_Cronoestratigrafica
Callovian;Unidade_Cronoestratigrafica
Upper Callovian;Unidade_Cronoestratigrafica
Middle Callovian;Unidade_Cronoestratigrafica
Lower Callovian;Unidade_Cronoestratigrafica
Bathonian;Unidade_Cronoestratigrafica
Upper Bathonian;Unidade_Cronoestratigrafica
Middle Bathonian;Unidade_Cronoestratigrafica
Lower Bathonian;Unidade_Cronoestratigrafica
Bajocian;Unidade_Cronoestratigrafica
Upper Bajocian;Unidade_Cronoestratigrafica
Lower Bajocian;Unidade_Cronoestratigrafica
Aalenian;Unidade_Cronoestratigrafica
Upper Aalenian;Unidade_Cronoestratigrafica
Middle Aalenian;Unidade_Cronoestratigrafica
Lower Aalenian;Unidade_Cronoestratigrafica
Lower Jurassic;Unidade_Cronoestratigrafica
Toarcian;Unidade_Cronoestratigrafica
Upper Toarcian;Unidade_Cronoestratigrafica
Lower Toarcian;Unidade_Cronoestratigrafica
Pliensbachian;Unidade_Cronoestratigrafica
Upper Pliensbachian;Unidade_Cronoestratigrafica
Lower Pliensbachian;Unidade_Cronoestratigrafica
Sinemurian;Unidade_Cronoestratigrafica
Upper Sinemurian;Unidade_Cronoestratigrafica
Lower Sinemurian;Unidade_Cronoestratigrafica
Hettangian;Unidade_Cronoestratigrafica
Triassic;Unidade_Cronoestratigrafica
Upper Triassic;Unidade_Cronoestratigrafica
Rhaetian;Unidade_Cronoestratigrafica
Norian;Unidade_Cronoestratigrafica
Sevatian;Unidade_Cronoestratigrafica
Alaunian;Unidade_Cronoestratigrafica
Lacian;Unidade_Cronoestratigrafica
Carnian;Unidade_Cronoestratigrafica
Tuvalian;Unidade_Cronoestratigrafica
Julian;Unidade_Cronoestratigrafica
Cordevolian;Unidade_Cronoestratigrafica
Middle Triassic;Unidade_Cronoestratigrafica
Ladinian;Unidade_Cronoestratigrafica
Longobardian;Unidade_Cronoestratigrafica
Fassanian;Unidade_Cronoestratigrafica
Anisian;Unidade_Cronoestratigrafica
Illyrian;Unidade_Cronoestratigrafica
Pelsonian;Unidade_Cronoestratigrafica
Bithynian;Unidade_Cronoestratigrafica
Aegean;Unidade_Cronoestratigrafica
Lower Triassic;Unidade_Cronoestratigrafica
Olenekian;Unidade_Cronoestratigrafica
Spathian;Unidade_Cronoestratigrafica
Smithian;Unidade_Cronoestratigrafica
Induan;Unidade_Cronoestratigrafica
Dienerian;Unidade_Cronoestratigrafica
Griesbachian;Unidade_Cronoestratigrafica
Paleozoic;Unidade_Cronoestratigrafica
Permian;Unidade_Cronoestratigrafica
Lopingian;Unidade_Cronoestratigrafica
Changhsingian;Unidade_Cronoestratigrafica
Wuchiapingian;Unidade_Cronoestratigrafica
Guadalupian;Unidade_Cronoestratigrafica
Capitanian;Unidade_Cronoestratigrafica
Wordian;Unidade_Cronoestratigrafica
Roadian;Unidade_Cronoestratigrafica
Cisuralian;Unidade_Cronoestratigrafica
Kungurian;Unidade_Cronoestratigrafica
Artinskian;Unidade_Cronoestratigrafica
Sakmarian;Unidade_Cronoestratigrafica
Asselian;Unidade_Cronoestratigrafica
Carboniferous;Unidade_Cronoestratigrafica
Pennsylvanian;Unidade_Cronoestratigrafica
Upper Pennsylvanian;Unidade_Cronoestratigrafica
Gzhelian;Unidade_Cronoestratigrafica
Kasimovian;Unidade_Cronoestratigrafica
Middle Pennsylvanian;Unidade_Cronoestratigrafica
Moscovian;Unidade_Cronoestratigrafica
Lower Pennsylvanian;Unidade_Cronoestratigrafica
Bashkirian;Unidade_Cronoestratigrafica
Mississippian;Unidade_Cronoestratigrafica
Upper Mississippian;Unidade_Cronoestratigrafica
Serpukhovian;Unidade_Cronoestratigrafica
Middle Mississippian;Unidade_Cronoestratigrafica
Visean;Unidade_Cronoestratigrafica
Lower Mississippian;Unidade_Cronoestratigrafica
Tournaisian;Unidade_Cronoestratigrafica
Devonian;Unidade_Cronoestratigrafica
Upper Devonian;Unidade_Cronoestratigrafica
Famennian;Unidade_Cronoestratigrafica
Upper Famennian;Unidade_Cronoestratigrafica
Lower Famennian;Unidade_Cronoestratigrafica
Frasnian;Unidade_Cronoestratigrafica
Upper Frasnian;Unidade_Cronoestratigrafica
Middle Frasnian;Unidade_Cronoestratigrafica
Lower Frasnian;Unidade_Cronoestratigrafica
Middle Devonian;Unidade_Cronoestratigrafica
Givetian;Unidade_Cronoestratigrafica
Upper Givetian;Unidade_Cronoestratigrafica
Middle Givetian;Unidade_Cronoestratigrafica
Lower Givetian;Unidade_Cronoestratigrafica
Eifelian;Unidade_Cronoestratigrafica
Lower Devonian;Unidade_Cronoestratigrafica
Emsian;Unidade_Cronoestratigrafica
Pragian;Unidade_Cronoestratigrafica
Lochkovian;Unidade_Cronoestratigrafica
Silurian;Unidade_Cronoestratigrafica
Pridoli;Unidade_Cronoestratigrafica
Ludlow;Unidade_Cronoestratigrafica
Ludfordian;Unidade_Cronoestratigrafica
Gorstian;Unidade_Cronoestratigrafica
Wenlock;Unidade_Cronoestratigrafica
Homerian;Unidade_Cronoestratigrafica
Sheinwoodian;Unidade_Cronoestratigrafica
Llandovery;Unidade_Cronoestratigrafica
Telychian;Unidade_Cronoestratigrafica
Aeronian;Unidade_Cronoestratigrafica
Rhuddanian;Unidade_Cronoestratigrafica
Ordovician;Unidade_Cronoestratigrafica
Upper Ordovician;Unidade_Cronoestratigrafica
Hirnantian;Unidade_Cronoestratigrafica
Katian;Unidade_Cronoestratigrafica
Sandbian;Unidade_Cronoestratigrafica
Middle Ordovician;Unidade_Cronoestratigrafica
Darriwilian;Unidade_Cronoestratigrafica
Dapingian;Unidade_Cronoestratigrafica
Lower Ordovician;Unidade_Cronoestratigrafica
Floian;Unidade_Cronoestratigrafica
Tremadocian;Unidade_Cronoestratigrafica
Cambrian;Unidade_Cronoestratigrafica
Furongian;Unidade_Cronoestratigrafica
Stage 10;Unidade_Cronoestratigrafica
Jiangshanian;Unidade_Cronoestratigrafica
Paibian;Unidade_Cronoestratigrafica
Serie 3;Unidade_Cronoestratigrafica
Guzhangian;Unidade_Cronoestratigrafica
Drumian;Unidade_Cronoestratigrafica
Stage 5;Unidade_Cronoestratigrafica
Serie 2;Unidade_Cronoestratigrafica
Stage 4;Unidade_Cronoestratigrafica
Stage 3;Unidade_Cronoestratigrafica
Terreneuvian;Unidade_Cronoestratigrafica
Stage 2;Unidade_Cronoestratigrafica
Fortunian;Unidade_Cronoestratigrafica
Proterozoic;Unidade_Cronoestratigrafica
Neoproterozoic;Unidade_Cronoestratigrafica
Ediacaran;Unidade_Cronoestratigrafica
Cryogenian;Unidade_Cronoestratigrafica
Tonian;Unidade_Cronoestratigrafica
Mesoproterozoic;Unidade_Cronoestratigrafica
Stenian;Unidade_Cronoestratigrafica
Ectasian;Unidade_Cronoestratigrafica
Calymmian;Unidade_Cronoestratigrafica
Paleoproterozoic;Unidade_Cronoestratigrafica
Statherian;Unidade_Cronoestratigrafica
Orosirian;Unidade_Cronoestratigrafica
Rhyacian;Unidade_Cronoestratigrafica
Siderian;Unidade_Cronoestratigrafica
Archean;Unidade_Cronoestratigrafica
Neoarchean;Unidade_Cronoestratigrafica
Mesoarchean;Unidade_Cronoestratigrafica
Paleoarchean;Unidade_Cronoestratigrafica
Eoarchean;Unidade_Cronoestratigrafica
Hadean;Unidade_Cronoestratigrafica
Phanerozoic;Unidade_Cronoestratigrafica
Cenozoic;Unidade_Cronoestratigrafica
Quaternary;Unidade_Cronoestratigrafica
Holocene;Unidade_Cronoestratigrafica
Pleistocene;Unidade_Cronoestratigrafica
Late Pleistocene;Unidade_Cronoestratigrafica
Tarantian;Unidade_Cronoestratigrafica
Middle Pleistocene;Unidade_Cronoestratigrafica
Ionian;Unidade_Cronoestratigrafica
Early Pleistocene;Unidade_Cronoestratigrafica
Calabrian;Unidade_Cronoestratigrafica
Gelasian;Unidade_Cronoestratigrafica
Neogene;Unidade_Cronoestratigrafica
Pliocene;Unidade_Cronoestratigrafica
Late Pliocene;Unidade_Cronoestratigrafica
Piacenzian;Unidade_Cronoestratigrafica
Early Pliocene;Unidade_Cronoestratigrafica
Zanclean;Unidade_Cronoestratigrafica
Miocene;Unidade_Cronoestratigrafica
Late Miocene;Unidade_Cronoestratigrafica
Messinian;Unidade_Cronoestratigrafica
Tortonian;Unidade_Cronoestratigrafica
Middle Miocene;Unidade_Cronoestratigrafica
Serravallian;Unidade_Cronoestratigrafica
Langhian;Unidade_Cronoestratigrafica
Early Miocene;Unidade_Cronoestratigrafica
Burdigalian;Unidade_Cronoestratigrafica
Aquitanian;Unidade_Cronoestratigrafica
Paleogene;Unidade_Cronoestratigrafica
Oligocene;Unidade_Cronoestratigrafica
Late Oligocene;Unidade_Cronoestratigrafica
Chattian;Unidade_Cronoestratigrafica
Early Oligocene;Unidade_Cronoestratigrafica
Rupelian;Unidade_Cronoestratigrafica
Eocene;Unidade_Cronoestratigrafica
Late Eocene;Unidade_Cronoestratigrafica
Priabonian;Unidade_Cronoestratigrafica
Middle Eocene;Unidade_Cronoestratigrafica
Bartonian;Unidade_Cronoestratigrafica
Lutetian;Unidade_Cronoestratigrafica
Early Eocene;Unidade_Cronoestratigrafica
Ypresian;Unidade_Cronoestratigrafica
Paleocene;Unidade_Cronoestratigrafica
Late Paleocene;Unidade_Cronoestratigrafica
Thanetian;Unidade_Cronoestratigrafica
Middle Paleocene;Unidade_Cronoestratigrafica
Selandian;Unidade_Cronoestratigrafica
Early Paleocene;Unidade_Cronoestratigrafica
Danian;Unidade_Cronoestratigrafica
Mesozoic;Unidade_Cronoestratigrafica
Cretaceous;Unidade_Cronoestratigrafica
Late Cretaceous;Unidade_Cronoestratigrafica
Maastrichtian;Unidade_Cronoestratigrafica
Late Maastrichtian;Unidade_Cronoestratigrafica
Early Maastrichtian;Unidade_Cronoestratigrafica
Campanian;Unidade_Cronoestratigrafica
Late Campanian;Unidade_Cronoestratigrafica
Middle Campanian;Unidade_Cronoestratigrafica
Early Campanian;Unidade_Cronoestratigrafica
Santonian;Unidade_Cronoestratigrafica
Late Santonian;Unidade_Cronoestratigrafica
Middle Santonian;Unidade_Cronoestratigrafica
Early Santonian;Unidade_Cronoestratigrafica
Coniacian;Unidade_Cronoestratigrafica
Late Coniacian;Unidade_Cronoestratigrafica
Middle Coniacian;Unidade_Cronoestratigrafica
Early Coniacian;Unidade_Cronoestratigrafica
Turonian;Unidade_Cronoestratigrafica
Late Turonian;Unidade_Cronoestratigrafica
Middle Turonian;Unidade_Cronoestratigrafica
Early Turonian;Unidade_Cronoestratigrafica
Cenomanian ;Unidade_Cronoestratigrafica
Late Cenomanian ;Unidade_Cronoestratigrafica
Middle Cenomanian ;Unidade_Cronoestratigrafica
Early Cenomanian ;Unidade_Cronoestratigrafica
Early Cretaceous;Unidade_Cronoestratigrafica
Albian;Unidade_Cronoestratigrafica
Late Albian;Unidade_Cronoestratigrafica
Middle Albian;Unidade_Cronoestratigrafica
Early Albian;Unidade_Cronoestratigrafica
Aptian;Unidade_Cronoestratigrafica
Late Aptian;Unidade_Cronoestratigrafica
Early Aptian;Unidade_Cronoestratigrafica
Barremian;Unidade_Cronoestratigrafica
Late Barremian;Unidade_Cronoestratigrafica
Early Barremian;Unidade_Cronoestratigrafica
Hauterivian;Unidade_Cronoestratigrafica
Late Hauterivian;Unidade_Cronoestratigrafica
Early Hauterivian;Unidade_Cronoestratigrafica
Valanginian;Unidade_Cronoestratigrafica
Late Valanginian;Unidade_Cronoestratigrafica
Early Valanginian;Unidade_Cronoestratigrafica
Berriasian;Unidade_Cronoestratigrafica
Late Berriasian;Unidade_Cronoestratigrafica
Middle Berriasian;Unidade_Cronoestratigrafica
Early Berriasian;Unidade_Cronoestratigrafica
Jurassic;Unidade_Cronoestratigrafica
Late Jurassic;Unidade_Cronoestratigrafica
Tithonian;Unidade_Cronoestratigrafica
Late Tithonian;Unidade_Cronoestratigrafica
Early Tithonian;Unidade_Cronoestratigrafica
Kimmeridgian;Unidade_Cronoestratigrafica
Late Kimmeridgian;Unidade_Cronoestratigrafica
Early Kimmeridgian;Unidade_Cronoestratigrafica
Oxfordian;Unidade_Cronoestratigrafica
Late Oxfordian;Unidade_Cronoestratigrafica
Middle Oxfordian;Unidade_Cronoestratigrafica
Early Oxfordian;Unidade_Cronoestratigrafica
Middle Jurassic;Unidade_Cronoestratigrafica
Callovian;Unidade_Cronoestratigrafica
Late Callovian;Unidade_Cronoestratigrafica
Middle Callovian;Unidade_Cronoestratigrafica
Early Callovian;Unidade_Cronoestratigrafica
Bathonian;Unidade_Cronoestratigrafica
Late Bathonian;Unidade_Cronoestratigrafica
Middle Bathonian;Unidade_Cronoestratigrafica
Early Bathonian;Unidade_Cronoestratigrafica
Bajocian;Unidade_Cronoestratigrafica
Late Bajocian;Unidade_Cronoestratigrafica
Early Bajocian;Unidade_Cronoestratigrafica
Aalenian;Unidade_Cronoestratigrafica
Late Aalenian;Unidade_Cronoestratigrafica
Middle Aalenian;Unidade_Cronoestratigrafica
Early Aalenian;Unidade_Cronoestratigrafica
Early Jurassic;Unidade_Cronoestratigrafica
Toarcian;Unidade_Cronoestratigrafica
Late Toarcian;Unidade_Cronoestratigrafica
Early Toarcian;Unidade_Cronoestratigrafica
Pliensbachian;Unidade_Cronoestratigrafica
Late Pliensbachian;Unidade_Cronoestratigrafica
Early Pliensbachian;Unidade_Cronoestratigrafica
Sinemurian;Unidade_Cronoestratigrafica
Late Sinemurian;Unidade_Cronoestratigrafica
Early Sinemurian;Unidade_Cronoestratigrafica
Hettangian;Unidade_Cronoestratigrafica
Triassic;Unidade_Cronoestratigrafica
Late Triassic;Unidade_Cronoestratigrafica
Rhaetian;Unidade_Cronoestratigrafica
Norian;Unidade_Cronoestratigrafica
Sevatian;Unidade_Cronoestratigrafica
Alaunian;Unidade_Cronoestratigrafica
Lacian;Unidade_Cronoestratigrafica
Carnian;Unidade_Cronoestratigrafica
Tuvalian;Unidade_Cronoestratigrafica
Julian;Unidade_Cronoestratigrafica
Cordevolian;Unidade_Cronoestratigrafica
Middle Triassic;Unidade_Cronoestratigrafica
Ladinian;Unidade_Cronoestratigrafica
Longobardian;Unidade_Cronoestratigrafica
Fassanian;Unidade_Cronoestratigrafica
Anisian;Unidade_Cronoestratigrafica
Illyrian;Unidade_Cronoestratigrafica
Pelsonian;Unidade_Cronoestratigrafica
Bithynian;Unidade_Cronoestratigrafica
Aegean;Unidade_Cronoestratigrafica
Early Triassic;Unidade_Cronoestratigrafica
Olenekian;Unidade_Cronoestratigrafica
Spathian;Unidade_Cronoestratigrafica
Smithian;Unidade_Cronoestratigrafica
Induan;Unidade_Cronoestratigrafica
Dienerian;Unidade_Cronoestratigrafica
Griesbachian;Unidade_Cronoestratigrafica
Paleozoic;Unidade_Cronoestratigrafica
Permian;Unidade_Cronoestratigrafica
Lopingian;Unidade_Cronoestratigrafica
Changhsingian;Unidade_Cronoestratigrafica
Wuchiapingian;Unidade_Cronoestratigrafica
Guadalupian;Unidade_Cronoestratigrafica
Capitanian;Unidade_Cronoestratigrafica
Wordian;Unidade_Cronoestratigrafica
Roadian;Unidade_Cronoestratigrafica
Cisuralian;Unidade_Cronoestratigrafica
Kungurian;Unidade_Cronoestratigrafica
Artinskian;Unidade_Cronoestratigrafica
Sakmarian;Unidade_Cronoestratigrafica
Asselian;Unidade_Cronoestratigrafica
Carboniferous;Unidade_Cronoestratigrafica
Pennsylvanian;Unidade_Cronoestratigrafica
Late Pennsylvanian;Unidade_Cronoestratigrafica
Gzhelian;Unidade_Cronoestratigrafica
Kasimovian;Unidade_Cronoestratigrafica
Middle Pennsylvanian;Unidade_Cronoestratigrafica
Moscovian;Unidade_Cronoestratigrafica
Early Pennsylvanian;Unidade_Cronoestratigrafica
Bashkirian;Unidade_Cronoestratigrafica
Mississippian;Unidade_Cronoestratigrafica
Late Mississippian;Unidade_Cronoestratigrafica
Serpukhovian;Unidade_Cronoestratigrafica
Middle Mississippian;Unidade_Cronoestratigrafica
Visean;Unidade_Cronoestratigrafica
Early Mississippian;Unidade_Cronoestratigrafica
Tournaisian;Unidade_Cronoestratigrafica
Devonian;Unidade_Cronoestratigrafica
Late Devonian;Unidade_Cronoestratigrafica
Famennian;Unidade_Cronoestratigrafica
Late Famennian;Unidade_Cronoestratigrafica
Early Famennian;Unidade_Cronoestratigrafica
Frasnian;Unidade_Cronoestratigrafica
Late Frasnian;Unidade_Cronoestratigrafica
Middle Frasnian;Unidade_Cronoestratigrafica
Early Frasnian;Unidade_Cronoestratigrafica
Middle Devonian;Unidade_Cronoestratigrafica
Givetian;Unidade_Cronoestratigrafica
Late Givetian;Unidade_Cronoestratigrafica
Middle Givetian;Unidade_Cronoestratigrafica
Early Givetian;Unidade_Cronoestratigrafica
Eifelian;Unidade_Cronoestratigrafica
Early Devonian;Unidade_Cronoestratigrafica
Emsian;Unidade_Cronoestratigrafica
Pragian;Unidade_Cronoestratigrafica
Lochkovian;Unidade_Cronoestratigrafica
Silurian;Unidade_Cronoestratigrafica
Pridoli;Unidade_Cronoestratigrafica
Ludlow;Unidade_Cronoestratigrafica
Ludfordian;Unidade_Cronoestratigrafica
Gorstian;Unidade_Cronoestratigrafica
Wenlock;Unidade_Cronoestratigrafica
Homerian;Unidade_Cronoestratigrafica
Sheinwoodian;Unidade_Cronoestratigrafica
Llandovery;Unidade_Cronoestratigrafica
Telychian;Unidade_Cronoestratigrafica
Aeronian;Unidade_Cronoestratigrafica
Rhuddanian;Unidade_Cronoestratigrafica
Ordovician;Unidade_Cronoestratigrafica
Late Ordovician;Unidade_Cronoestratigrafica
Hirnantian;Unidade_Cronoestratigrafica
Katian;Unidade_Cronoestratigrafica
Sandbian;Unidade_Cronoestratigrafica
Middle Ordovician;Unidade_Cronoestratigrafica
Darriwilian;Unidade_Cronoestratigrafica
Dapingian;Unidade_Cronoestratigrafica
Early Ordovician;Unidade_Cronoestratigrafica
Floian;Unidade_Cronoestratigrafica
Tremadocian;Unidade_Cronoestratigrafica
Cambrian;Unidade_Cronoestratigrafica
Furongian;Unidade_Cronoestratigrafica
Age 10;Unidade_Cronoestratigrafica
Jiangshanian;Unidade_Cronoestratigrafica
Paibian;Unidade_Cronoestratigrafica
Epoch 3;Unidade_Cronoestratigrafica
Guzhangian;Unidade_Cronoestratigrafica
Drumian;Unidade_Cronoestratigrafica
Age 5;Unidade_Cronoestratigrafica
Epoch 2;Unidade_Cronoestratigrafica
Age 4;Unidade_Cronoestratigrafica
Age 3;Unidade_Cronoestratigrafica
Terreneuvian;Unidade_Cronoestratigrafica
Age 2;Unidade_Cronoestratigrafica
Fortunian;Unidade_Cronoestratigrafica
Proterozoic;Unidade_Cronoestratigrafica
Neoproterozoic;Unidade_Cronoestratigrafica
Ediacaran;Unidade_Cronoestratigrafica
Cryogenian;Unidade_Cronoestratigrafica
Tonian;Unidade_Cronoestratigrafica
Mesoproterozoic;Unidade_Cronoestratigrafica
Stenian;Unidade_Cronoestratigrafica
Ectasian;Unidade_Cronoestratigrafica
Calymmian;Unidade_Cronoestratigrafica
Paleoproterozoic;Unidade_Cronoestratigrafica
Statherian;Unidade_Cronoestratigrafica
Orosirian;Unidade_Cronoestratigrafica
Rhyacian;Unidade_Cronoestratigrafica
Siderian;Unidade_Cronoestratigrafica
Archean;Unidade_Cronoestratigrafica
Neoarchean;Unidade_Cronoestratigrafica
Mesoarchean;Unidade_Cronoestratigrafica
Paleoarchean;Unidade_Cronoestratigrafica
Eoarchean;Unidade_Cronoestratigrafica
Hadean;Unidade_Cronoestratigrafica
